SYMBOL, SERIES, DATE, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
HOVS, EQ, 12-Feb-2021,40.3,40.05,43.5,39.3,41.55,41.3,42.05,21752,9.15,361,12064,55.46
HPL, EQ, 12-Feb-2021,38.5,38.65,38.95,38.1,38.4,38.35,38.51,93720,36.09,667,56678,60.48
HSCL, EQ, 12-Feb-2021,44.95,45.25,46.7,44.8,45.5,45.5,45.67,3135073,1431.75,10466,1109799,35.4
HSIL, EQ, 12-Feb-2021,184.8,185.95,200,182.05,194.8,194.3,194.63,775299,1508.93,11561,294516,37.99
HTMEDIA, EQ, 12-Feb-2021,18.6,18.9,19.15,18.55,18.75,18.75,18.92,244833,46.32,600,186606,76.22
HUBTOWN, BE, 12-Feb-2021,18.55,18.95,18.95,17.9,17.9,17.9,18.01,10945,1.97,66, -, -
HUDCO, EQ, 12-Feb-2021,46.5,46.8,46.8,44.6,44.65,44.75,45.42,3509058,1593.65,9812,1490990,42.49
HUDCO, N2, 12-Feb-2021,1294,1303.95,1303.95,1291,1291.1,1291.04,1291.1,1903,24.57,41,1000,52.55
HUDCO, N4, 12-Feb-2021,1084.5,1084,1084,1060.2,1060.2,1060.2,1078.68,12,0.13,3,11,91.67
HUDCO, N5, 12-Feb-2021,1183,1185,1185,1181,1181,1181,1181.43,56,0.66,3,56,100
HUDCO, N8, 12-Feb-2021,1226.5,1221.01,1221.01,1215,1215,1215.37,1215.44,503,6.11,11,500,99.4
HUDCO, N9, 12-Feb-2021,1238.01,1244.64,1244.65,1244.64,1244.65,1244.65,1244.65,200,2.49,2,200,100
HUDCO, NE, 12-Feb-2021,1410.95,1414.5,1419.99,1410,1410,1410.63,1412.32,379,5.35,38,343,90.5
HUHTAMAKI, EQ, 12-Feb-2021,307.95,313.8,334,306.25,322,321.35,319.32,301908,964.05,5692,171226,56.71
IBMFNIFTY, EQ, 12-Feb-2021,152,155.05,155.05,148,151.8,151.8,150.66,491,0.74,92,261,53.16
IBREALEST, EQ, 12-Feb-2021,83.85,84.2,84.85,81.45,82,81.9,83.2,3321776,2763.82,16350,1038017,31.25
IBUCCREDIT, N6, 12-Feb-2021,980,970.81,975,970.81,975,975,971.19,11,0.11,2,11,100
IBUCCREDIT, N7, 12-Feb-2021,901,880,891.01,722,891.01,891.01,875.17,205,1.79,7,200,97.56
IBUCCREDIT, NB, 12-Feb-2021,900.01,890,900,890,899.99,899.99,897.09,86,0.77,11,86,100
IBULHSGFIN, EQ, 12-Feb-2021,232.25,233.7,240.5,229.85,233.25,236.85,236.74,32876470,77832.4,249982,5859852,17.82
IBULHSGFIN, N8, 12-Feb-2021,904.95,904.95,905,904.95,905,905,904.95,51,0.46,4,51,100
ICEMAKE, EQ, 12-Feb-2021,80.7,84.6,84.7,82.05,84.7,84.7,84.45,59688,50.41,398,46562,78.01
ICICI500, EQ, 12-Feb-2021,205.09,206.99,210,204.3,204.3,204.96,205.71,1816,3.74,114,1563,86.07
ICICIALPLV, EQ, 12-Feb-2021,143.14,147,147,142.24,142.3,142.84,142.74,4495,6.42,96,3560,79.2
ICICIB22, EQ, 12-Feb-2021,36.45,36.07,36.79,36.02,36.05,36.15,36.22,888792,321.91,3576,773949,87.08
ICICIBANK, EQ, 12-Feb-2021,630.65,629.9,649.9,629.4,647.05,647.6,641.59,19049709,122221.34,185553,6009852,31.55
ICICIBANKN, EQ, 12-Feb-2021,355.49,365.7,365.7,353.75,357.7,357.8,357.7,3197,11.44,358,2062,64.5
ICICIBANKP, EQ, 12-Feb-2021,187.1,190.34,190.34,187.1,190,190.02,189.72,34943,66.29,293,26044,74.53
ICICIGI, EQ, 12-Feb-2021,1497.8,1500,1509,1486.25,1491,1494.9,1496.82,555080,8308.56,28427,379631,68.39
ICICIGOLD, EQ, 12-Feb-2021,42.8,42.99,42.99,42.12,42.2,42.2,42.26,497557,210.25,2137,445111,89.46
ICICILIQ, EQ, 12-Feb-2021,999.99,999.99,1000,999.5,999.99,999.99,999.88,16906,169.04,108,16801,99.38
ICICILOVOL, EQ, 12-Feb-2021,120.02,121.97,121.97,118.5,119.18,118.85,119.84,61749,74,451,44162,71.52
ICICIM150, EQ, 12-Feb-2021,86.83,87.8,87.8,86.5,87.37,87.08,87.33,2598,2.27,137,1818,69.98
ICICIMCAP, EQ, 12-Feb-2021,87.24,95.1,95.1,87.16,87.2,87.43,87.59,5425,4.75,147,4205,77.51
ICICINF100, EQ, 12-Feb-2021,164,166.5,178.8,161.3,163.95,164.02,164.76,9615,15.84,215,8409,87.46
ICICINIFTY, EQ, 12-Feb-2021,161.3,171,171,159,161.2,161.24,161.26,323455,521.61,4401,234595,72.53
ICICINV20, EQ, 12-Feb-2021,77.18,78,80,76.35,76.8,76.64,76.9,13604,10.46,588,11528,84.74
ICICINXT50, EQ, 12-Feb-2021,35.03,35.48,35.48,34.55,35.2,35.18,35.11,25542,8.97,296,20731,81.16
ICICIPRULI, EQ, 12-Feb-2021,491.25,495,497.95,485,487.55,487.25,493.21,3278557,16170.09,68902,1232685,37.6
ICICISENSX, EQ, 12-Feb-2021,555.02,555.1,559.51,551.95,559.51,557.02,555.42,452,2.51,62,95,21.02
ICICITECH, EQ, 12-Feb-2021,261.52,259.01,266.2,258.15,263.17,263.26,264.58,30261,80.06,237,22745,75.16
ICIL, EQ, 12-Feb-2021,127.8,130.6,130.6,125.6,126.35,126.15,127.52,124952,159.34,2778,64413,51.55
ICRA, EQ, 12-Feb-2021,2791.55,2805.95,2805.95,2759.05,2775,2777.6,2778.16,1434,39.84,154,1223,85.29
IDBI, EQ, 12-Feb-2021,29.65,29.65,29.85,28.8,29,29,29.23,10370925,3031.7,17287,5294924,51.06
IDBIGOLD, EQ, 12-Feb-2021,4400.25,4410,4410,4350,4369,4360.95,4364.95,84,3.67,44,73,86.9
IDEA, EQ, 12-Feb-2021,12.9,12.85,13,12.3,12.3,12.5,12.71,421777135,53610.72,204688,137438205,32.59
IDFC, EQ, 12-Feb-2021,50.1,51,51.45,50,50.25,50.6,50.82,22814302,11594.02,85005,8076877,35.4
IDFCFIRSTB, EQ, 12-Feb-2021,52.55,52.85,52.95,51.45,52,52.1,52.24,45538017,23787.26,94020,11636642,25.55
IDFCFIRSTB, N9, 12-Feb-2021,5070.1,5070,5070,5070,5070,5070,5070,2,0.1,1,2,100
IDFCFIRSTB, NA, 12-Feb-2021,11000,11000,11012,11000,11011,11011,11009,24,2.64,7,24,100
IDFCFIRSTB, NB, 12-Feb-2021,5390,5390,5391,5390,5391,5391,5390.5,8,0.43,3,8,100
IDFCFIRSTB, NE, 12-Feb-2021,10340,10320,10320,10315,10315,10315,10318.13,8,0.83,3,8,100
IDFNIFTYET, EQ, 12-Feb-2021,158.49,167.7,167.7,157.53,158.14,158.14,158.57,127,0.2,24,102,80.31
IEX, EQ, 12-Feb-2021,300.55,303,312,294,296.95,298.3,302.85,5063230,15333.77,103270,1656875,32.72
IFBAGRO, EQ, 12-Feb-2021,435.45,431.25,445,430.05,444,441.9,436.84,5906,25.8,594,2784,47.14
IFBIND, EQ, 12-Feb-2021,1346.3,1357,1366,1321.15,1338,1337.9,1343.41,33951,456.1,1971,22245,65.52
IFCI, EQ, 12-Feb-2021,9,9.05,9.3,8.95,8.95,9,9.1,3555690,323.61,45747,1120472,31.51
IFCI, NF, 12-Feb-2021,1045.46,1045,1045,1045,1045,1045,1045,390,4.08,1,390,100
IFCI, NH, 12-Feb-2021,1060,1059.95,1060,1055,1060,1060,1059.64,485,5.14,11,485,100
IFGLEXPOR, EQ, 12-Feb-2021,249.95,251.5,252.85,242,245,244.8,245.93,40278,99.05,1259,33785,83.88
IGARASHI, EQ, 12-Feb-2021,328.55,330.5,337.95,329.6,332,332.35,334.18,159200,532.02,3207,49860,31.32
IGL, EQ, 12-Feb-2021,569.05,570,574.75,551.3,558.95,559.8,560.68,1584945,8886.53,24703,369530,23.32
IGPL, EQ, 12-Feb-2021,454.55,457.6,466.05,435,440,441.85,449.06,85205,382.62,2562,55311,64.92
IIFCL, N4, 12-Feb-2021,1382.51,1381.2,1384,1378,1379.99,1379.99,1380.27,410,5.66,11,405,98.78
IIFL, EQ, 12-Feb-2021,234.6,235,244,232.5,235,235.6,237.11,582511,1381.16,12329,301357,51.73
IIFL, N3, 12-Feb-2021,1210,1210,1210,1210,1210,1210,1210,10,0.12,1,10,100
IIFL, N4, 12-Feb-2021,1032,1032,1032,1030,1030,1030,1030.8,250,2.58,7,250,100
IIFL, N5, 12-Feb-2021,1018.75,1020,1020,1020,1020,1020,1020,100,1.02,5,100,100
IIFL, N6, 12-Feb-2021,1030,1020,1020,1020,1020,1020,1020,88,0.9,1,88,100
IIFL, N9, 12-Feb-2021,1015.9,1016.2,1016.2,1016.2,1016.2,1016.2,1016.2,96,0.98,1,96,100
IIFL, NC, 12-Feb-2021,1002.17,1005,1020,1000,1020,1020,1013.2,471,4.77,12,471,100
IIFLSEC, EQ, 12-Feb-2021,47.15,47.6,47.8,45.2,45.75,45.8,46.72,709253,331.39,2256,492353,69.42
IIFLWAM, EQ, 12-Feb-2021,1241.85,1273.05,1297.95,1218.15,1221.05,1229.55,1253.64,41594,521.44,4258,21418,51.49
IITL, EQ, 12-Feb-2021,58.4,56.3,60.9,54.25,58.25,57.15,57.19,1981,1.13,67,1030,51.99
IL&FSENGG, BZ, 12-Feb-2021,3.7,3.6,3.8,3.6,3.65,3.6,3.63,22686,0.82,34, -, -
IL&FSTRANS, BZ, 12-Feb-2021,2.3,2.25,2.4,2.25,2.4,2.4,2.36,94197,2.22,46, -, -
IMAGICAA, EQ, 12-Feb-2021,5.35,5.45,5.55,5.05,5.25,5.3,5.38,118516,6.37,229,64897,54.76
IMFA, EQ, 12-Feb-2021,468.05,471.75,474,456.35,460.05,459.95,464.9,35242,163.84,1707,17169,48.72
IMPAL, EQ, 12-Feb-2021,693.15,715,731,634.85,678,682.2,682.11,70278,479.37,4454,22046,31.37
IMPEXFERRO, BE, 12-Feb-2021,0.8,0.75,0.75,0.75,0.75,0.75,0.75,1000,0.01,2, -, -
INDBANK, EQ, 12-Feb-2021,11.5,11.3,11.8,11.3,11.5,11.6,11.67,41173,4.8,207,24332,59.1
INDHOTEL, EQ, 12-Feb-2021,127.4,128,130.65,128,129,129.15,129.55,3844106,4979.86,51830,1808609,47.05
INDIACEM, EQ, 12-Feb-2021,167.5,167.8,173.95,166.8,170.9,171,171.43,3869368,6633.42,35051,1026182,26.52
INDIAGLYCO, EQ, 12-Feb-2021,440.05,454,462,440,453.8,449.3,450.58,493466,2223.45,18427,258327,52.35
INDIAMART, EQ, 12-Feb-2021,9369.8,9426.25,9430,9150,9219,9210.55,9234.09,64421,5948.69,16576,23923,37.14
INDIANB, EQ, 12-Feb-2021,123.7,124,128.35,122,123.25,123.25,125.21,4012392,5023.86,25055,678640,16.91
INDIANCARD, EQ, 12-Feb-2021,139,147,147.4,135.05,141,141.05,145.99,11865,17.32,115,10464,88.19
INDIANHUME, EQ, 12-Feb-2021,198.2,190,193.5,188,190.25,189.55,190.05,88942,169.04,2094,50962,57.3
INDIGO, EQ, 12-Feb-2021,1630.35,1695,1701.1,1616,1640,1643.15,1657.16,2402673,39816.08,78232,314024,13.07
INDIGOPNTS, EQ, 12-Feb-2021,2649.4,2649.3,2667.85,2585,2600,2610.75,2626.28,88127,2314.46,11581,36665,41.6
INDIGRID, IV, 12-Feb-2021,135.99,136.44,137.75,135.65,137.55,137.44,136.63,90153,123.17,43,78246,86.79
INDLMETER, EQ, 12-Feb-2021,16.55,17,17.8,16.65,16.8,16.8,17.49,1542,0.27,25,1394,90.4
INDNIPPON, EQ, 12-Feb-2021,359.65,361,367.9,358.1,363.95,363.7,363.98,19608,71.37,862,10535,53.73
INDOCO, EQ, 12-Feb-2021,301.9,303,304.5,288.85,291.8,292.75,298.33,384782,1147.92,12032,282585,73.44
INDORAMA, EQ, 12-Feb-2021,32.45,32.95,33,30.95,30.95,31.55,31.99,67296,21.53,479,51919,77.15
INDOSOLAR, BZ, 12-Feb-2021,2.45,2.35,2.55,2.35,2.5,2.45,2.45,429616,10.51,384, -, -
INDOSTAR, EQ, 12-Feb-2021,325.9,327.6,329.5,321.75,323,322.3,323.9,41789,135.35,1167,25658,61.4
INDOTECH, EQ, 12-Feb-2021,97.6,97.5,101.4,97.5,97.5,97.8,98.99,5420,5.37,204,1830,33.76
INDOTHAI, BE, 12-Feb-2021,41.2,40.3,43.25,40.3,43.25,43.25,42.77,25600,10.95,89, -, -
INDOWIND, BE, 12-Feb-2021,3.8,3.9,3.9,3.65,3.65,3.65,3.7,95489,3.53,193, -, -
INDRAMEDCO, EQ, 12-Feb-2021,52.7,53.15,53.15,52.15,52.45,52.4,52.55,200268,105.24,995,134011,66.92
INDSWFTLAB, EQ, 12-Feb-2021,79.9,79.9,81.25,77.5,78.4,78.1,79.6,109271,86.98,2105,66910,61.23
INDTERRAIN, BE, 12-Feb-2021,38.4,38.4,38.4,36.8,37.5,37.3,37.51,100765,37.8,407, -, -
INDUSINDBK, EQ, 12-Feb-2021,1021.9,1023.8,1059.5,1012,1025.1,1027.4,1042.58,13959383,145537.73,258960,2274170,16.29
INDUSTOWER, EQ, 12-Feb-2021,250.25,249.95,254.9,244.15,246.1,245.65,249.71,3574037,8924.73,37518,1737414,48.61
INEOSSTYRO, EQ, 12-Feb-2021,1037.65,1040,1053.5,1012,1025,1020.25,1027.17,53707,551.66,2614,37602,70.01
INFIBEAM, EQ, 12-Feb-2021,91.6,93.95,94.75,89.55,91.8,91.35,92.98,3147635,2926.78,24681,1230097,39.08
INFOBEAN, EQ, 12-Feb-2021,143.25,143,144.95,140.8,143,143.1,143.04,38961,55.73,290,34748,89.19
INFOMEDIA, EQ, 12-Feb-2021,2.85,2.85,2.95,2.85,2.95,2.95,2.9,62131,1.8,34,57828,93.07
INFRABEES, EQ, 12-Feb-2021,426.92,428.76,429.49,424,426.48,426.34,427.19,2443,10.44,95,1574,64.43
INFY, EQ, 12-Feb-2021,1292.65,1305,1323.75,1301.55,1312,1309.8,1312.31,5797875,76086.01,142747,1168961,20.16
INGERRAND, EQ, 12-Feb-2021,759.15,762.95,910.95,759.6,836,851.35,864.64,1290736,11160.2,48303,270728,20.97
INNOVANA, SM, 12-Feb-2021,88.95,88,92.95,88,92.95,92.95,90.48,2000,1.81,2,1000,50
INOXLEISUR, EQ, 12-Feb-2021,328.9,330.4,331.7,327.05,328.8,328.35,329.31,221087,728.07,5111,105805,47.86
INOXWIND, EQ, 12-Feb-2021,73.25,73.8,73.8,70.05,72.9,72.25,72.07,305086,219.87,2459,164519,53.93
INSECTICID, EQ, 12-Feb-2021,468.75,470.25,475,464,464.75,465.95,469.85,25997,122.15,1012,16398,63.08
INSPIRISYS, EQ, 12-Feb-2021,34.75,34.05,38.2,34,37.9,37.4,36.8,35512,13.07,347,31239,87.97
INTEGRA, EQ, 12-Feb-2021,1.5,1.55,1.55,1.55,1.55,1.55,1.55,311,0,5,311,100
INTELLECT, EQ, 12-Feb-2021,447.6,447,464,444.1,445.5,446.15,453.89,261605,1187.39,8635,135713,51.88
INTENTECH, EQ, 12-Feb-2021,41.25,41.15,41.65,39.55,40.5,40.05,40.2,86522,34.78,329,63974,73.94
INVENTURE, EQ, 12-Feb-2021,20.35,20.35,21.5,18.05,19.75,19.95,20.18,108094,21.81,708,51815,47.94
IOB, EQ, 12-Feb-2021,11.2,11.25,11.3,11,11.1,11.1,11.12,3991936,443.96,3463,1353733,33.91
IOC, EQ, 12-Feb-2021,96.5,96.55,97.1,94.6,95.3,95.1,95.5,19038734,18182.33,69515,6315928,33.17
IOLCP, EQ, 12-Feb-2021,674.2,677,688,669,671,670.95,676.39,298473,2018.85,10841,121670,40.76
IPCALAB, EQ, 12-Feb-2021,1946.55,1946.55,1953.55,1891.25,1901,1897.95,1911.2,166520,3182.53,15094,90402,54.29
IRB, EQ, 12-Feb-2021,110.05,110.55,111,108.05,108.85,108.8,109.66,344595,377.89,2972,155508,45.13
IRBINVIT, IV, 12-Feb-2021,49.54,49.79,49.9,49.25,49.61,49.57,49.54,717500,355.48,202,667500,93.03
IRCON, EQ, 12-Feb-2021,106.4,107.15,108,102.3,106.5,106.35,105.29,5334004,5616.27,31129,1622318,30.41
IRCTC, EQ, 12-Feb-2021,1619,1627.45,1767.7,1626,1721.55,1731.9,1692.61,7299539,123552.58,252838,1727402,23.66
IREDA, N5, 12-Feb-2021,1359,1374.49,1374.49,1364.98,1364.98,1364.98,1373.2,37,0.51,2,37,100
IRFC, EQ, 12-Feb-2021,25.4,25.5,25.55,25.3,25.4,25.4,25.41,15658220,3978.49,32840,8698924,55.55
IRFC, N1, 12-Feb-2021,1063,1063.25,1063.25,1062,1062,1062.96,1062.96,532,5.65,10,526,98.87
IRFC, N2, 12-Feb-2021,1214.99,1214.2,1214.95,1211.5,1212,1212,1213.93,460,5.58,6,450,97.83
IRFC, N3, 12-Feb-2021,1099.99,1066.24,1066.24,1066.24,1066.24,1066.24,1066.24,25,0.27,1,25,100
IRFC, N4, 12-Feb-2021,1224.9,1200,1200,1196.95,1196.95,1196.95,1198.48,20,0.24,2,0,0
IRFC, N5, 12-Feb-2021,1150,1068.8,1199.9,1068.8,1159,1159,1108.2,22,0.24,6,15,68.18
IRFC, ND, 12-Feb-2021,1184,1186.5,1187,1186.5,1187,1187,1186.9,25,0.3,2,25,100
IRFC, NE, 12-Feb-2021,1430,1410.32,1420,1410.32,1420,1420,1414.31,17,0.24,3,17,100
IRFC, NI, 12-Feb-2021,1120.85,1149.99,1149.99,1149.99,1149.99,1149.99,1149.99,50,0.57,1,50,100
IRFC, NJ, 12-Feb-2021,1235.94,1240,1240,1240,1240,1240,1240,100,1.24,1,100,100
IRFC, NK, 12-Feb-2021,1334.8,1322.6,1322.6,1322.6,1322.6,1322.6,1322.6,40,0.53,2,20,50
IRFC, NN, 12-Feb-2021,1150,1168,1168,1164,1164,1164,1167.31,160,1.87,5,160,100
IRFC, NO, 12-Feb-2021,1253,1253,1253,1253,1253,1253,1253,300,3.76,1,300,100
ISEC, EQ, 12-Feb-2021,421.65,424,424,416,417,417.8,418.65,572713,2397.65,11372,466973,81.54
ISFT, EQ, 12-Feb-2021,70.65,74.1,74.15,68.5,73.35,74,73.23,14417,10.56,351,10197,70.73
ISMTLTD, EQ, 12-Feb-2021,11.05,11.05,11.45,11,11.05,11.05,11.18,65561,7.33,168,39755,60.64
ITC, EQ, 12-Feb-2021,226.45,225.75,225.75,215.8,217.6,217.45,218.73,110568108,241844.38,514138,44471540,40.22
ITDC, EQ, 12-Feb-2021,302.25,307.95,310,302.25,305.5,304.85,306.16,43354,132.73,1731,12348,28.48
ITDCEM, EQ, 12-Feb-2021,71.45,75.1,75.95,72.15,72.5,72.8,73.81,1554102,1147.04,10804,599219,38.56
ITI, EQ, 12-Feb-2021,125.4,126.1,127.05,123.85,124.4,124.55,125.57,268840,337.58,2760,123819,46.06
IVC, EQ, 12-Feb-2021,4.6,4.65,4.65,4.45,4.6,4.5,4.55,120596,5.49,220,64159,53.2
IVP, EQ, 12-Feb-2021,102.3,105.95,107.4,102.3,107.4,107.4,105.75,7853,8.3,102,6925,88.18
IVZINGOLD, EQ, 12-Feb-2021,4339,4327.85,4395,4282.85,4395,4392.25,4307.03,95,4.09,28,78,82.11
IZMO, EQ, 12-Feb-2021,46.75,47.9,48.65,46.2,47.6,47.9,47.53,23235,11.04,538,16201,69.73
J&KBANK, EQ, 12-Feb-2021,29.85,30.2,30.5,29.55,29.7,29.65,29.84,1460796,435.86,3789,847260,58
JAGRAN, EQ, 12-Feb-2021,43.35,43.05,44.6,43.05,44.1,43.9,43.88,373710,163.99,2396,169830,45.44
JAGSNPHARM, EQ, 12-Feb-2021,80.9,80.9,83.95,76.55,83.05,82.45,81.25,162785,132.26,1980,90861,55.82
JAIBALAJI, BE, 12-Feb-2021,24.3,25.5,25.5,24.8,25.2,25.4,25.32,54134,13.7,78, -, -
JAICORPLTD, EQ, 12-Feb-2021,90,90.5,91.95,89,89.1,89.25,90.29,695503,627.99,6085,175515,25.24
JAMNAAUTO, EQ, 12-Feb-2021,69.9,70.45,70.45,67,68.15,68.2,68.75,608988,418.65,4618,304183,49.95
JASH, EQ, 12-Feb-2021,280,282,307,275.25,285.9,285.05,292.18,47415,138.53,1080,23126,48.77
JAYAGROGN, EQ, 12-Feb-2021,141.3,143,148,139,140,143,143.03,39890,57.06,651,24768,62.09
JAYBARMARU, EQ, 12-Feb-2021,258.35,260.4,260.4,251.1,254.9,252.45,254.91,30802,78.52,1025,9951,32.31
JAYNECOIND, EQ, 12-Feb-2021,5.15,5.25,5.25,5,5.1,5.1,5.08,97732,4.96,169,87744,89.78
JAYSREETEA, EQ, 12-Feb-2021,70.3,69,74,69,72.35,72.2,72.36,463186,335.15,3519,285437,61.62
JBCHEPHARM, EQ, 12-Feb-2021,1196.35,1230,1258,1175,1202,1201.1,1210.97,854435,10346.93,67456,182262,21.33
JBFIND, EQ, 12-Feb-2021,14,14,15.4,13.5,14.85,15.25,15,883320,132.48,1816,381291,43.17
JBMA, EQ, 12-Feb-2021,403.15,401.25,407.15,386.75,401,398.4,396.63,42127,167.09,2227,21714,51.54
JCHAC, EQ, 12-Feb-2021,2535.3,2548,2565,2498.5,2512,2516.9,2532.75,8814,223.24,2026,4084,46.34
JETAIRWAYS, BZ, 12-Feb-2021,110.8,116.3,116.3,116.3,116.3,116.3,116.3,45544,52.97,502, -, -
JETKNIT, SM, 12-Feb-2021,25.95,25,25.95,25,25.95,25.95,25.32,4500,1.14,2,4500,100
JHS, BE, 12-Feb-2021,27.25,25.9,25.9,25.9,25.9,25.9,25.9,42246,10.94,71, -, -
JIKIND, BE, 12-Feb-2021,0.55,0.5,0.5,0.5,0.5,0.5,0.5,2450,0.01,6, -, -
JINDALPHOT, EQ, 12-Feb-2021,31.7,30.6,31.9,30.6,31,31,31.06,3775,1.17,35,2794,74.01
JINDALPOLY, EQ, 12-Feb-2021,519.7,528,528,502.1,516,513.55,514.96,173222,892.02,5804,75909,43.82
JINDALSAW, EQ, 12-Feb-2021,72.1,72.35,73,71.8,72,72.05,72.34,511320,369.89,3316,192625,37.67
JINDALSTEL, EQ, 12-Feb-2021,315.55,315.95,316.9,307.1,307.1,308.3,310.84,6546595,20349.25,47789,1450683,22.16
JINDRILL, EQ, 12-Feb-2021,84.9,85.7,86.7,83.3,85.7,84.3,85.09,17906,15.24,406,12121,67.69
JINDWORLD, EQ, 12-Feb-2021,63.25,65.35,65.35,59.8,61.1,61.3,63.02,202906,127.88,1653,38591,19.02
JISLDVREQS, BE, 12-Feb-2021,13.1,12.55,13.6,12.55,13.3,13.3,13.35,19692,2.63,72, -, -
JISLJALEQS, EQ, 12-Feb-2021,20.3,20.1,20.5,20.1,20.25,20.25,20.26,1093592,221.54,1697,740074,67.67
JITFINFRA, BE, 12-Feb-2021,8.55,8.15,8.95,8.15,8.4,8.8,8.81,5441,0.48,42, -, -
JIYAECO, BE, 12-Feb-2021,6.5,6.65,6.65,6.25,6.4,6.4,6.4,65310,4.18,164, -, -
JKCEMENT, EQ, 12-Feb-2021,2419.65,2402,2902.8,2402,2736,2707.15,2594.9,519636,13484.05,42410,98687,18.99
JKIL, EQ, 12-Feb-2021,185.85,187.4,192.4,186,189.5,189.15,190.26,401089,763.09,4634,202990,50.61
JKLAKSHMI, EQ, 12-Feb-2021,371.6,374,381.9,372.15,373.55,375,378.31,659155,2493.65,15104,203733,30.91
JKPAPER, EQ, 12-Feb-2021,136.25,136.85,142.45,136.15,139.7,139.9,139.25,1936423,2696.55,16540,575082,29.7
JKTYRE, EQ, 12-Feb-2021,128.65,129,129.15,123.75,125.15,124.4,125.93,2328404,2932.08,21729,967335,41.54
JMA, EQ, 12-Feb-2021,34.7,35.85,35.85,34.25,34.85,34.7,34.77,8903,3.1,89,7440,83.57
JMCPROJECT, EQ, 12-Feb-2021,77.95,78.05,78.2,75.5,75.6,76,76.81,141164,108.43,1387,88037,62.37
JMFINANCIL, EQ, 12-Feb-2021,91.05,91,92.5,89.75,92.4,92.1,91.5,1169015,1069.64,7618,519667,44.45
JMTAUTOLTD, BE, 12-Feb-2021,2.9,2.85,2.95,2.85,2.9,2.9,2.88,208497,6.01,462, -, -
JNPT, N1, 12-Feb-2021,1089,1089,1089,1089,1089,1089,1089,1,0.01,1,1,100
JOCIL, EQ, 12-Feb-2021,159.65,158,162.9,154.45,156.35,155.7,157.56,43101,67.91,653,32169,74.64
JPASSOCIAT, EQ, 12-Feb-2021,6.95,7.15,7.15,6.9,7,7,7.01,5387056,377.41,4335,3348845,62.16
JPINFRATEC, EQ, 12-Feb-2021,1.75,1.8,1.8,1.7,1.75,1.75,1.74,993605,17.26,692,454063,45.7
JPPOWER, EQ, 12-Feb-2021,2.6,2.6,2.75,2.55,2.7,2.75,2.67,16895862,451.34,6712,9986233,59.1
JSL, EQ, 12-Feb-2021,75.4,75.8,75.95,73.5,74,73.7,74.35,507568,377.39,3370,294833,58.09
JSLHISAR, EQ, 12-Feb-2021,124.95,125.3,126.3,122.65,124,124.2,124.4,255533,317.89,2666,126177,49.38
JSWENERGY, EQ, 12-Feb-2021,77.6,77.1,77.5,74,74.9,74.65,75.72,2679065,2028.55,10837,956837,35.72
JSWHL, EQ, 12-Feb-2021,3791.6,3900,3900,3610,3629,3647.8,3677.07,3439,126.45,1293,1497,43.53
JSWISPL, EQ, 12-Feb-2021,26.3,26.1,27.4,26,27.1,27.1,27,416341,112.42,630,275583,66.19
JSWSTEEL, EQ, 12-Feb-2021,408.85,407.85,410.9,402.6,403.05,403.8,406.52,4667663,18974.82,39630,1391336,29.81
JTEKTINDIA, EQ, 12-Feb-2021,92.55,94.4,94.4,90.55,92,91.4,92.24,440947,406.72,4916,210334,47.7
JUBLFOOD, EQ, 12-Feb-2021,2793.05,2808,2894,2765,2788,2789.3,2833.65,1299765,36830.81,92247,273579,21.05
JUBLINDS, EQ, 12-Feb-2021,221.75,221.5,225.35,218.1,219,218.85,221.31,23237,51.43,791,13185,56.74
JUBLPHARMA, BE, 12-Feb-2021,903.6,900,912,885,899.95,892.9,895.1,36229,324.29,1935, -, -
JUMPNET, EQ, 12-Feb-2021,12.45,12.6,12.65,12.6,12.65,12.65,12.63,2963309,374.34,2217,1809668,61.07
JUNIORBEES, EQ, 12-Feb-2021,360.39,367.45,367.45,359.59,362.21,361.95,361.41,33623,121.52,2812,20309,60.4
JUSTDIAL, EQ, 12-Feb-2021,660.05,659,686,652.4,674,674.6,674.71,2423519,16351.65,61075,383651,15.83
JYOTHYLAB, EQ, 12-Feb-2021,153.6,153.75,154.25,151.3,152,152,152.68,205772,314.17,2958,124743,60.62
KABRAEXTRU, EQ, 12-Feb-2021,127.3,128,135,124.35,134,133.45,131.98,298846,394.42,4643,151780,50.79
KAJARIACER, EQ, 12-Feb-2021,950.25,951.1,974.55,950.9,957,962.9,961.91,439244,4225.12,21769,213801,48.67
KAKATCEM, EQ, 12-Feb-2021,166.85,163.85,169.2,161.5,162.2,162.35,164.78,23890,39.37,833,12962,54.26
KALPATPOWR, EQ, 12-Feb-2021,358.55,360,367,358.1,363.8,364.7,362.03,281532,1019.23,5722,150536,53.47
KALYANIFRG, BE, 12-Feb-2021,147.55,154.9,154.9,154.9,154.9,154.9,154.9,1110,1.72,28, -, -
KAMATHOTEL, EQ, 12-Feb-2021,35.8,35.8,36.35,35.25,35.25,35.3,35.59,20459,7.28,227,13658,66.76
